==== a_000001_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.691, y=0.488, z=-0.000
    9→10: (-0.015, -0.060, -0.078)
    1→2: (0.113, -0.157, -0.022)
    9→13: (-0.083, 0.010, -0.003)
    10→11: (-0.013, 0.165, -0.020)
    19→20: (0.018, 0.068, 0.017)
    6→7: (-0.039, 0.139, -0.034)
    15→16: (0.014, 0.085, 0.022)
    2→3: (0.056, -0.154, -0.015)
    11→12: (-0.001, 0.090, 0.001)
    7→8: (-0.021, 0.095, -0.010)

==== a_100101_12_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.550, y=0.794, z=-0.000
  Punkt 1: x=0.424, y=0.730, z=-0.068
  Punkt 2: x=0.313, y=0.569, z=-0.100
  Punkt 3: x=0.258, y=0.421, z=-0.125
  Punkt 4: x=0.204, y=0.322, z=-0.141
  Punkt 5: x=0.364, y=0.423, z=-0.056
  Punkt 6: x=0.367, y=0.332, z=-0.124
  Punkt 7: x=0.401, y=0.467, z=-0.154
  Punkt 8: x=0.423, y=0.564, z=-0.164
  Punkt 9: x=0.455, y=0.409, z=-0.048
  Punkt 10: x=0.462, y=0.326, z=-0.122
  Punkt 11: x=0.482, y=0.489, z=-0.135
  Punkt 12: x=0.483, y=0.589, z=-0.129
  Punkt 13: x=0.539, y=0.409, z=-0.051
  Punkt 14: x=0.546, y=0.343, z=-0.126
  Punkt 15: x=0.545, y=0.499, z=-0.107
  Punkt 16: x=0.534, y=0.594, z=-0.077
  Punkt 17: x=0.613, y=0.424, z=-0.060
  Punkt 18: x=0.617, y=0.356, z=-0.109
  Punkt 19: x=0.601, y=0.474, z=-0.094
  Punkt 20: x=0.585, y=0.553, z=-0.071
  Wektory:
    3→4: (-0.054, -0.099, -0.015)
    0→5: (-0.186, -0.371, -0.056)
    17→18: (0.004, -0.068, -0.049)
    0→17: (0.063, -0.370, -0.060)
    13→14: (0.007, -0.066, -0.074)
    13→17: (0.074, 0.015, -0.009)
    18→19: (-0.016, 0.118, 0.015)
    5→6: (0.003, -0.091, -0.067)
    5→9: (0.091, -0.014, 0.008)
    14→15: (-0.000, 0.156, 0.018)
    0→1: (-0.127, -0.065, -0.068)
    9→10: (0.007, -0.083, -0.074)
    1→2: (-0.110, -0.161, -0.031)
    9→13: (0.083, 0.000, -0.003)
    10→11: (0.020, 0.164, -0.013)
    19→20: (-0.017, 0.079, 0.023)
    6→7: (0.034, 0.135, -0.030)
    15→16: (-0.011, 0.095, 0.031)
    2→3: (-0.056, -0.148, -0.026)
    11→12: (0.002, 0.100, 0.006)
    7→8: (0.023, 0.097, -0.010)

==== a_100101_120 ====
Dłoń 1 (Right):
  Punkt 0: x=0.466, y=0.751, z=-0.000
  Punkt 1: x=0.585, y=0.696, z=-0.040
  Punkt 2: x=0.671, y=0.507, z=-0.050
  Punkt 3: x=0.695, y=0.343, z=-0.057
  Punkt 4: x=0.739, y=0.244, z=-0.056
  Punkt 5: x=0.622, y=0.368, z=-0.025
  Punkt 6: x=0.628, y=0.279, z=-0.084
  Punkt 7: x=0.600, y=0.404, z=-0.111
  Punkt 8: x=0.583, y=0.494, z=-0.118
  Punkt 9: x=0.537, y=0.367, z=-0.027
  Punkt 10: x=0.539, y=0.277, z=-0.099
  Punkt 11: x=0.533, y=0.438, z=-0.117
  Punkt 12: x=0.531, y=0.539, z=-0.113
  Punkt 13: x=0.464, y=0.392, z=-0.039
  Punkt 14: x=0.458, y=0.319, z=-0.111
  Punkt 15: x=0.469, y=0.476, z=-0.106
  Punkt 16: x=0.478, y=0.567, z=-0.082
  Punkt 17: x=0.397, y=0.433, z=-0.052
  Punkt 18: x=0.390, y=0.371, z=-0.103
  Punkt 19: x=0.406, y=0.475, z=-0.100
  Punkt 20: x=0.422, y=0.542, z=-0.085
  Wektory:
    3→4: (0.044, -0.099, 0.001)
    0→5: (0.156, -0.384, -0.025)
    17→18: (-0.007, -0.062, -0.051)
    0→17: (-0.069, -0.319, -0.052)
    13→14: (-0.006, -0.072, -0.073)
    13→17: (-0.067, 0.041, -0.014)
    18→19: (0.016, 0.104, 0.003)
    5→6: (0.007, -0.088, -0.060)
    5→9: (-0.084, -0.001, -0.003)
    14→15: (0.011, 0.157, 0.006)
    0→1: (0.119, -0.056, -0.040)
    9→10: (0.002, -0.090, -0.072)
    1→2: (0.086, -0.189, -0.010)
    9→13: (-0.074, 0.025, -0.011)
    10→11: (-0.006, 0.161, -0.018)
    19→20: (0.016, 0.067, 0.015)
    6→7: (-0.028, 0.124, -0.027)
    15→16: (0.009, 0.091, 0.023)
    2→3: (0.024, -0.164, -0.008)
    11→12: (-0.002, 0.102, 0.005)
    7→8: (-0.017, 0.090, -0.007)

==== a_100101_120_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.514, y=0.760, z=-0.000
  Punkt 1: x=0.401, y=0.666, z=-0.047
  Punkt 2: x=0.328, y=0.492, z=-0.067
  Punkt 3: x=0.299, y=0.345, z=-0.088
  Punkt 4: x=0.257, y=0.240, z=-0.101
  Punkt 5: x=0.379, y=0.364, z=-0.012
  Punkt 6: x=0.373, y=0.272, z=-0.077
  Punkt 7: x=0.397, y=0.392, z=-0.113
  Punkt 8: x=0.412, y=0.487, z=-0.128
  Punkt 9: x=0.461, y=0.366, z=-0.015
  Punkt 10: x=0.458, y=0.271, z=-0.085
  Punkt 11: x=0.469, y=0.422, z=-0.107
  Punkt 12: x=0.474, y=0.521, z=-0.104
  Punkt 13: x=0.542, y=0.393, z=-0.028
  Punkt 14: x=0.544, y=0.323, z=-0.099
  Punkt 15: x=0.534, y=0.476, z=-0.086
  Punkt 16: x=0.522, y=0.569, z=-0.057
  Punkt 17: x=0.616, y=0.438, z=-0.046
  Punkt 18: x=0.615, y=0.375, z=-0.092
  Punkt 19: x=0.593, y=0.477, z=-0.076
  Punkt 20: x=0.580, y=0.540, z=-0.051
  Wektory:
    3→4: (-0.042, -0.104, -0.013)
    0→5: (-0.135, -0.396, -0.012)
    17→18: (-0.001, -0.062, -0.045)
    0→17: (0.102, -0.323, -0.046)
    13→14: (0.002, -0.070, -0.071)
    13→17: (0.074, 0.044, -0.018)
    18→19: (-0.022, 0.101, 0.016)
    5→6: (-0.006, -0.092, -0.065)
    5→9: (0.082, 0.002, -0.003)
    14→15: (-0.010, 0.154, 0.013)
    0→1: (-0.113, -0.094, -0.047)
    9→10: (-0.003, -0.095, -0.070)
    1→2: (-0.073, -0.174, -0.021)
    9→13: (0.081, 0.027, -0.014)
    10→11: (0.011, 0.152, -0.022)
    19→20: (-0.013, 0.064, 0.025)
    6→7: (0.024, 0.120, -0.037)
    15→16: (-0.012, 0.093, 0.029)
    2→3: (-0.029, -0.148, -0.020)
    11→12: (0.005, 0.099, 0.003)
    7→8: (0.015, 0.095, -0.014)

==== a_100101_121 ====
Dłoń 1 (Right):
  Punkt 0: x=0.438, y=0.702, z=-0.000
  Punkt 1: x=0.561, y=0.658, z=-0.045
  Punkt 2: x=0.659, y=0.471, z=-0.056
  Punkt 3: x=0.698, y=0.310, z=-0.064
  Punkt 4: x=0.731, y=0.195, z=-0.064
  Punkt 5: x=0.613, y=0.333, z=-0.034
  Punkt 6: x=0.615, y=0.240, z=-0.105
  Punkt 7: x=0.582, y=0.374, z=-0.136
  Punkt 8: x=0.563, y=0.475, z=-0.145
  Punkt 9: x=0.522, y=0.325, z=-0.037
  Punkt 10: x=0.524, y=0.238, z=-0.121
  Punkt 11: x=0.509, y=0.409, z=-0.143
  Punkt 12: x=0.502, y=0.521, z=-0.137
  Punkt 13: x=0.440, y=0.345, z=-0.050
  Punkt 14: x=0.433, y=0.273, z=-0.134
  Punkt 15: x=0.434, y=0.442, z=-0.126
  Punkt 16: x=0.439, y=0.544, z=-0.098
  Punkt 17: x=0.367, y=0.387, z=-0.065
  Punkt 18: x=0.357, y=0.332, z=-0.124
  Punkt 19: x=0.365, y=0.442, z=-0.120
  Punkt 20: x=0.378, y=0.517, z=-0.101
  Wektory:
    3→4: (0.033, -0.115, 0.000)
    0→5: (0.175, -0.369, -0.034)
    17→18: (-0.010, -0.056, -0.059)
    0→17: (-0.071, -0.314, -0.065)
    13→14: (-0.007, -0.072, -0.084)
    13→17: (-0.073, 0.042, -0.015)
    18→19: (0.007, 0.111, 0.004)
    5→6: (0.002, -0.093, -0.070)
    5→9: (-0.091, -0.008, -0.003)
    14→15: (0.001, 0.169, 0.008)
    0→1: (0.123, -0.044, -0.045)
    9→10: (0.002, -0.086, -0.084)
    1→2: (0.098, -0.186, -0.011)
    9→13: (-0.082, 0.021, -0.013)
    10→11: (-0.015, 0.171, -0.021)
    19→20: (0.013, 0.074, 0.019)
    6→7: (-0.034, 0.134, -0.032)
    15→16: (0.005, 0.102, 0.028)
    2→3: (0.039, -0.162, -0.008)
    11→12: (-0.007, 0.112, 0.006)
    7→8: (-0.019, 0.101, -0.008)

==== a_100101_121_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.536, y=0.721, z=-0.000
  Punkt 1: x=0.423, y=0.631, z=-0.050
  Punkt 2: x=0.343, y=0.454, z=-0.071
  Punkt 3: x=0.308, y=0.308, z=-0.089
  Punkt 4: x=0.269, y=0.198, z=-0.100
  Punkt 5: x=0.401, y=0.311, z=-0.012
  Punkt 6: x=0.391, y=0.234, z=-0.078
  Punkt 7: x=0.415, y=0.360, z=-0.116
  Punkt 8: x=0.431, y=0.467, z=-0.130
  Punkt 9: x=0.484, y=0.315, z=-0.013
  Punkt 10: x=0.477, y=0.235, z=-0.086
  Punkt 11: x=0.487, y=0.390, z=-0.111
  Punkt 12: x=0.494, y=0.503, z=-0.108
  Punkt 13: x=0.566, y=0.344, z=-0.025
  Punkt 14: x=0.563, y=0.279, z=-0.100
  Punkt 15: x=0.554, y=0.434, z=-0.089
  Punkt 16: x=0.545, y=0.539, z=-0.060
  Punkt 17: x=0.642, y=0.391, z=-0.041
  Punkt 18: x=0.636, y=0.332, z=-0.094
  Punkt 19: x=0.614, y=0.439, z=-0.081
  Punkt 20: x=0.601, y=0.514, z=-0.055
  Wektory:
    3→4: (-0.040, -0.111, -0.010)
    0→5: (-0.135, -0.410, -0.012)
    17→18: (-0.006, -0.059, -0.052)
    0→17: (0.106, -0.330, -0.041)
    13→14: (-0.004, -0.065, -0.074)
    13→17: (0.076, 0.047, -0.016)
    18→19: (-0.022, 0.107, 0.013)
    5→6: (-0.010, -0.077, -0.066)
    5→9: (0.083, 0.003, -0.001)
    14→15: (-0.009, 0.155, 0.010)
    0→1: (-0.113, -0.090, -0.050)
    9→10: (-0.007, -0.079, -0.073)
    1→2: (-0.080, -0.177, -0.020)
    9→13: (0.082, 0.029, -0.012)
    10→11: (0.011, 0.154, -0.025)
    19→20: (-0.013, 0.075, 0.026)
    6→7: (0.024, 0.126, -0.038)
    15→16: (-0.009, 0.105, 0.029)
    2→3: (-0.035, -0.146, -0.019)
    11→12: (0.007, 0.113, 0.002)
    7→8: (0.016, 0.107, -0.014)

==== a_100101_122 ====
Dłoń 1 (Right):
  Punkt 0: x=0.441, y=0.743, z=-0.000
  Punkt 1: x=0.565, y=0.675, z=-0.037
  Punkt 2: x=0.646, y=0.486, z=-0.046
  Punkt 3: x=0.661, y=0.321, z=-0.055
  Punkt 4: x=0.675, y=0.205, z=-0.057
  Punkt 5: x=0.592, y=0.346, z=-0.020
  Punkt 6: x=0.584, y=0.258, z=-0.084
  Punkt 7: x=0.568, y=0.384, z=-0.117
  Punkt 8: x=0.562, y=0.480, z=-0.129
  Punkt 9: x=0.505, y=0.355, z=-0.027
  Punkt 10: x=0.502, y=0.267, z=-0.103
  Punkt 11: x=0.505, y=0.428, z=-0.127
  Punkt 12: x=0.506, y=0.532, z=-0.127
  Punkt 13: x=0.428, y=0.388, z=-0.043
  Punkt 14: x=0.419, y=0.309, z=-0.119
  Punkt 15: x=0.437, y=0.465, z=-0.116
  Punkt 16: x=0.448, y=0.559, z=-0.095
  Punkt 17: x=0.356, y=0.437, z=-0.060
  Punkt 18: x=0.348, y=0.381, z=-0.113
  Punkt 19: x=0.368, y=0.482, z=-0.112
  Punkt 20: x=0.387, y=0.549, z=-0.098
  Wektory:
    3→4: (0.014, -0.116, -0.002)
    0→5: (0.151, -0.396, -0.020)
    17→18: (-0.009, -0.056, -0.053)
    0→17: (-0.084, -0.306, -0.060)
    13→14: (-0.009, -0.079, -0.076)
    13→17: (-0.071, 0.049, -0.018)
    18→19: (0.021, 0.101, 0.002)
    5→6: (-0.008, -0.088, -0.063)
    5→9: (-0.087, 0.009, -0.007)
    14→15: (0.018, 0.156, 0.002)
    0→1: (0.124, -0.067, -0.037)
    9→10: (-0.003, -0.088, -0.076)
    1→2: (0.081, -0.189, -0.009)
    9→13: (-0.077, 0.033, -0.016)
    10→11: (0.004, 0.161, -0.024)
    19→20: (0.019, 0.067, 0.014)
    6→7: (-0.016, 0.126, -0.033)
    15→16: (0.011, 0.094, 0.021)
    2→3: (0.015, -0.166, -0.009)
    11→12: (0.000, 0.103, -0.000)
    7→8: (-0.006, 0.096, -0.012)

==== a_100101_122_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.526, y=0.747, z=-0.000
  Punkt 1: x=0.418, y=0.649, z=-0.046
  Punkt 2: x=0.355, y=0.462, z=-0.063
  Punkt 3: x=0.342, y=0.313, z=-0.081
  Punkt 4: x=0.323, y=0.198, z=-0.090
  Punkt 5: x=0.422, y=0.345, z=-0.011
  Punkt 6: x=0.413, y=0.247, z=-0.080
  Punkt 7: x=0.427, y=0.373, z=-0.115
  Punkt 8: x=0.441, y=0.475, z=-0.127
  Punkt 9: x=0.502, y=0.359, z=-0.015
  Punkt 10: x=0.500, y=0.257, z=-0.092
  Punkt 11: x=0.498, y=0.416, z=-0.111
  Punkt 12: x=0.502, y=0.518, z=-0.104
  Punkt 13: x=0.580, y=0.394, z=-0.031
  Punkt 14: x=0.581, y=0.313, z=-0.106
  Punkt 15: x=0.558, y=0.470, z=-0.089
  Punkt 16: x=0.547, y=0.558, z=-0.056
  Punkt 17: x=0.654, y=0.447, z=-0.051
  Punkt 18: x=0.652, y=0.382, z=-0.098
  Punkt 19: x=0.620, y=0.482, z=-0.081
  Punkt 20: x=0.607, y=0.538, z=-0.054
  Wektory:
    3→4: (-0.019, -0.115, -0.009)
    0→5: (-0.104, -0.402, -0.011)
    17→18: (-0.002, -0.065, -0.046)
    0→17: (0.128, -0.300, -0.051)
    13→14: (0.001, -0.081, -0.075)
    13→17: (0.074, 0.053, -0.020)
    18→19: (-0.032, 0.100, 0.017)
    5→6: (-0.009, -0.098, -0.068)
    5→9: (0.081, 0.014, -0.004)
    14→15: (-0.024, 0.157, 0.017)
    0→1: (-0.108, -0.098, -0.046)
    9→10: (-0.002, -0.102, -0.076)
    1→2: (-0.063, -0.187, -0.018)
    9→13: (0.077, 0.035, -0.016)
    10→11: (-0.002, 0.160, -0.020)
    19→20: (-0.013, 0.056, 0.027)
    6→7: (0.015, 0.126, -0.036)
    15→16: (-0.011, 0.089, 0.034)
    2→3: (-0.013, -0.149, -0.018)
    11→12: (0.004, 0.101, 0.007)
    7→8: (0.014, 0.101, -0.012)

==== a_100101_123 ====
Dłoń 1 (Right):
  Punkt 0: x=0.463, y=0.654, z=-0.000
  Punkt 1: x=0.584, y=0.604, z=-0.047
  Punkt 2: x=0.683, y=0.431, z=-0.061
  Punkt 3: x=0.709, y=0.267, z=-0.072
  Punkt 4: x=0.716, y=0.141, z=-0.074
  Punkt 5: x=0.633, y=0.264, z=-0.036
  Punkt 6: x=0.625, y=0.181, z=-0.104
  Punkt 7: x=0.597, y=0.310, z=-0.138
  Punkt 8: x=0.583, y=0.413, z=-0.149
  Punkt 9: x=0.543, y=0.258, z=-0.037
  Punkt 10: x=0.534, y=0.184, z=-0.120
  Punkt 11: x=0.524, y=0.348, z=-0.146
  Punkt 12: x=0.522, y=0.457, z=-0.145
  Punkt 13: x=0.465, y=0.284, z=-0.046
  Punkt 14: x=0.448, y=0.213, z=-0.128
  Punkt 15: x=0.453, y=0.371, z=-0.124
  Punkt 16: x=0.464, y=0.471, z=-0.101
  Punkt 17: x=0.398, y=0.327, z=-0.059
  Punkt 18: x=0.379, y=0.272, z=-0.116
  Punkt 19: x=0.389, y=0.377, z=-0.116
  Punkt 20: x=0.410, y=0.449, z=-0.100
  Wektory:
    3→4: (0.007, -0.126, -0.003)
    0→5: (0.170, -0.389, -0.036)
    17→18: (-0.020, -0.055, -0.058)
    0→17: (-0.064, -0.326, -0.059)
    13→14: (-0.018, -0.071, -0.081)
    13→17: (-0.067, 0.044, -0.012)
    18→19: (0.011, 0.105, 0.001)
    5→6: (-0.008, -0.083, -0.069)
    5→9: (-0.090, -0.006, -0.001)
    14→15: (0.006, 0.158, 0.003)
    0→1: (0.121, -0.049, -0.047)
    9→10: (-0.009, -0.075, -0.083)
    1→2: (0.099, -0.174, -0.014)
    9→13: (-0.077, 0.025, -0.010)
    10→11: (-0.010, 0.164, -0.026)
    19→20: (0.020, 0.072, 0.015)
    6→7: (-0.029, 0.129, -0.034)
    15→16: (0.011, 0.100, 0.023)
    2→3: (0.026, -0.164, -0.010)
    11→12: (-0.002, 0.109, 0.001)
    7→8: (-0.014, 0.103, -0.011)

==== a_100101_123_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.517, y=0.665, z=-0.000
  Punkt 1: x=0.402, y=0.589, z=-0.059
  Punkt 2: x=0.319, y=0.419, z=-0.082
  Punkt 3: x=0.296, y=0.268, z=-0.102
  Punkt 4: x=0.284, y=0.142, z=-0.110
  Punkt 5: x=0.384, y=0.260, z=-0.016
  Punkt 6: x=0.381, y=0.176, z=-0.085
  Punkt 7: x=0.402, y=0.309, z=-0.122
  Punkt 8: x=0.415, y=0.415, z=-0.133
  Punkt 9: x=0.466, y=0.265, z=-0.014
  Punkt 10: x=0.470, y=0.171, z=-0.088
  Punkt 11: x=0.476, y=0.335, z=-0.108
  Punkt 12: x=0.480, y=0.439, z=-0.100
  Punkt 13: x=0.546, y=0.294, z=-0.023
  Punkt 14: x=0.557, y=0.215, z=-0.098
  Punkt 15: x=0.543, y=0.371, z=-0.081
  Punkt 16: x=0.533, y=0.463, z=-0.047
  Punkt 17: x=0.622, y=0.341, z=-0.039
  Punkt 18: x=0.627, y=0.269, z=-0.087
  Punkt 19: x=0.602, y=0.373, z=-0.069
  Punkt 20: x=0.588, y=0.435, z=-0.040
  Wektory:
    3→4: (-0.012, -0.126, -0.009)
    0→5: (-0.134, -0.406, -0.016)
    17→18: (0.005, -0.072, -0.048)
    0→17: (0.104, -0.324, -0.039)
    13→14: (0.011, -0.079, -0.074)
    13→17: (0.076, 0.047, -0.015)
    18→19: (-0.024, 0.104, 0.018)
    5→6: (-0.002, -0.083, -0.069)
    5→9: (0.083, 0.005, 0.003)
    14→15: (-0.013, 0.156, 0.017)
    0→1: (-0.115, -0.076, -0.059)
    9→10: (0.004, -0.094, -0.074)
    1→2: (-0.083, -0.170, -0.023)
    9→13: (0.080, 0.029, -0.010)
    10→11: (0.006, 0.164, -0.020)
    19→20: (-0.014, 0.062, 0.029)
    6→7: (0.020, 0.133, -0.036)
    15→16: (-0.010, 0.091, 0.035)
    2→3: (-0.023, -0.152, -0.020)
    11→12: (0.005, 0.104, 0.008)
    7→8: (0.013, 0.106, -0.011)

==== a_100101_124 ====
Dłoń 1 (Right):
  Punkt 0: x=0.461, y=0.699, z=-0.000
  Punkt 1: x=0.571, y=0.634, z=-0.037
  Punkt 2: x=0.636, y=0.443, z=-0.045
  Punkt 3: x=0.645, y=0.285, z=-0.052
  Punkt 4: x=0.665, y=0.176, z=-0.052
  Punkt 5: x=0.578, y=0.317, z=-0.026
  Punkt 6: x=0.575, y=0.226, z=-0.081
  Punkt 7: x=0.563, y=0.349, z=-0.106
  Punkt 8: x=0.551, y=0.440, z=-0.112
  Punkt 9: x=0.497, y=0.325, z=-0.029
  Punkt 10: x=0.488, y=0.233, z=-0.093
  Punkt 11: x=0.498, y=0.388, z=-0.110
  Punkt 12: x=0.502, y=0.482, z=-0.108
  Punkt 13: x=0.426, y=0.357, z=-0.039
  Punkt 14: x=0.411, y=0.271, z=-0.104
  Punkt 15: x=0.434, y=0.419, z=-0.096
  Punkt 16: x=0.448, y=0.504, z=-0.075
  Punkt 17: x=0.360, y=0.403, z=-0.052
  Punkt 18: x=0.344, y=0.336, z=-0.096
  Punkt 19: x=0.367, y=0.429, z=-0.091
  Punkt 20: x=0.385, y=0.490, z=-0.076
  Wektory:
    3→4: (0.020, -0.109, 0.000)
    0→5: (0.117, -0.382, -0.026)
    17→18: (-0.016, -0.067, -0.045)
    0→17: (-0.102, -0.296, -0.052)
    13→14: (-0.015, -0.086, -0.065)
    13→17: (-0.066, 0.045, -0.012)
    18→19: (0.023, 0.093, 0.005)
    5→6: (-0.003, -0.091, -0.055)
    5→9: (-0.081, 0.008, -0.003)
    14→15: (0.023, 0.148, 0.008)
    0→1: (0.110, -0.064, -0.037)
    9→10: (-0.009, -0.092, -0.064)
    1→2: (0.065, -0.191, -0.009)
    9→13: (-0.072, 0.032, -0.010)
    10→11: (0.010, 0.155, -0.017)
    19→20: (0.019, 0.060, 0.015)
    6→7: (-0.013, 0.124, -0.024)
    15→16: (0.014, 0.085, 0.021)
    2→3: (0.010, -0.158, -0.007)
    11→12: (0.004, 0.094, 0.002)
    7→8: (-0.012, 0.091, -0.006)

==== a_100101_124_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.526, y=0.706, z=-0.000
  Punkt 1: x=0.425, y=0.612, z=-0.047
  Punkt 2: x=0.368, y=0.430, z=-0.066
  Punkt 3: x=0.351, y=0.282, z=-0.085
  Punkt 4: x=0.328, y=0.171, z=-0.094
  Punkt 5: x=0.424, y=0.312, z=-0.012
  Punkt 6: x=0.422, y=0.217, z=-0.077
  Punkt 7: x=0.432, y=0.340, z=-0.110
  Punkt 8: x=0.443, y=0.432, z=-0.121
  Punkt 9: x=0.500, y=0.327, z=-0.013
  Punkt 10: x=0.505, y=0.230, z=-0.084
  Punkt 11: x=0.501, y=0.387, z=-0.100
  Punkt 12: x=0.501, y=0.478, z=-0.093
  Punkt 13: x=0.575, y=0.361, z=-0.025
  Punkt 14: x=0.583, y=0.279, z=-0.092
  Punkt 15: x=0.561, y=0.424, z=-0.075
  Punkt 16: x=0.548, y=0.506, z=-0.044
  Punkt 17: x=0.646, y=0.407, z=-0.042
  Punkt 18: x=0.657, y=0.332, z=-0.080
  Punkt 19: x=0.632, y=0.415, z=-0.063
  Punkt 20: x=0.617, y=0.464, z=-0.038
  Wektory:
    3→4: (-0.023, -0.111, -0.009)
    0→5: (-0.101, -0.394, -0.012)
    17→18: (0.011, -0.075, -0.038)
    0→17: (0.120, -0.300, -0.042)
    13→14: (0.008, -0.082, -0.067)
    13→17: (0.071, 0.046, -0.017)
    18→19: (-0.025, 0.084, 0.017)
    5→6: (-0.002, -0.095, -0.065)
    5→9: (0.076, 0.015, -0.001)
    14→15: (-0.022, 0.145, 0.017)
    0→1: (-0.100, -0.094, -0.047)
    9→10: (0.004, -0.097, -0.070)
    1→2: (-0.058, -0.182, -0.019)
    9→13: (0.074, 0.034, -0.012)
    10→11: (-0.004, 0.156, -0.017)
    19→20: (-0.014, 0.049, 0.025)
    6→7: (0.010, 0.123, -0.034)
    15→16: (-0.013, 0.082, 0.031)
    2→3: (-0.017, -0.148, -0.019)
    11→12: (0.000, 0.091, 0.007)
    7→8: (0.011, 0.092, -0.011)

==== a_100101_125 ====
Dłoń 1 (Right):
  Punkt 0: x=0.497, y=0.836, z=-0.000
  Punkt 1: x=0.632, y=0.735, z=-0.048
  Punkt 2: x=0.709, y=0.547, z=-0.067
  Punkt 3: x=0.725, y=0.380, z=-0.086
  Punkt 4: x=0.757, y=0.267, z=-0.101
  Punkt 5: x=0.624, y=0.423, z=-0.026
  Punkt 6: x=0.617, y=0.369, z=-0.107
  Punkt 7: x=0.592, y=0.505, z=-0.159
  Punkt 8: x=0.578, y=0.621, z=-0.180
  Punkt 9: x=0.522, y=0.432, z=-0.028
  Punkt 10: x=0.512, y=0.363, z=-0.121
  Punkt 11: x=0.513, y=0.535, z=-0.152
  Punkt 12: x=0.518, y=0.671, z=-0.153
  Punkt 13: x=0.439, y=0.459, z=-0.041
  Punkt 14: x=0.418, y=0.393, z=-0.126
  Punkt 15: x=0.441, y=0.551, z=-0.124
  Punkt 16: x=0.460, y=0.668, z=-0.100
  Punkt 17: x=0.364, y=0.500, z=-0.058
  Punkt 18: x=0.343, y=0.450, z=-0.113
  Punkt 19: x=0.371, y=0.561, z=-0.108
  Punkt 20: x=0.401, y=0.645, z=-0.091
  Wektory:
    3→4: (0.032, -0.113, -0.014)
    0→5: (0.127, -0.412, -0.026)
    17→18: (-0.021, -0.050, -0.055)
    0→17: (-0.133, -0.336, -0.058)
    13→14: (-0.021, -0.066, -0.085)
    13→17: (-0.075, 0.041, -0.017)
    18→19: (0.028, 0.111, 0.004)
    5→6: (-0.007, -0.054, -0.081)
    5→9: (-0.101, 0.009, -0.002)
    14→15: (0.023, 0.158, 0.002)
    0→1: (0.135, -0.101, -0.048)
    9→10: (-0.010, -0.069, -0.093)
    1→2: (0.077, -0.188, -0.019)
    9→13: (-0.084, 0.026, -0.013)
    10→11: (0.001, 0.172, -0.031)
    19→20: (0.030, 0.084, 0.017)
    6→7: (-0.025, 0.135, -0.052)
    15→16: (0.020, 0.117, 0.024)
    2→3: (0.016, -0.167, -0.019)
    11→12: (0.004, 0.137, -0.002)
    7→8: (-0.014, 0.116, -0.021)

==== a_100101_125_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.496, y=0.853, z=-0.000
  Punkt 1: x=0.369, y=0.744, z=-0.053
  Punkt 2: x=0.303, y=0.536, z=-0.071
  Punkt 3: x=0.282, y=0.373, z=-0.088
  Punkt 4: x=0.238, y=0.264, z=-0.098
  Punkt 5: x=0.382, y=0.442, z=-0.028
  Punkt 6: x=0.392, y=0.366, z=-0.089
  Punkt 7: x=0.400, y=0.505, z=-0.120
  Punkt 8: x=0.407, y=0.625, z=-0.131
  Punkt 9: x=0.476, y=0.453, z=-0.027
  Punkt 10: x=0.483, y=0.362, z=-0.102
  Punkt 11: x=0.476, y=0.541, z=-0.121
  Punkt 12: x=0.475, y=0.670, z=-0.117
  Punkt 13: x=0.565, y=0.480, z=-0.037
  Punkt 14: x=0.578, y=0.393, z=-0.111
  Punkt 15: x=0.555, y=0.556, z=-0.099
  Punkt 16: x=0.538, y=0.670, z=-0.072
  Punkt 17: x=0.643, y=0.519, z=-0.051
  Punkt 18: x=0.647, y=0.449, z=-0.104
  Punkt 19: x=0.611, y=0.558, z=-0.097
  Punkt 20: x=0.587, y=0.640, z=-0.079
  Wektory:
    3→4: (-0.044, -0.109, -0.010)
    0→5: (-0.114, -0.411, -0.028)
    17→18: (0.005, -0.070, -0.053)
    0→17: (0.147, -0.334, -0.051)
    13→14: (0.014, -0.087, -0.074)
    13→17: (0.078, 0.039, -0.015)
    18→19: (-0.036, 0.109, 0.008)
    5→6: (0.010, -0.076, -0.061)
    5→9: (0.094, 0.011, 0.001)
    14→15: (-0.023, 0.162, 0.012)
    0→1: (-0.127, -0.109, -0.053)
    9→10: (0.007, -0.091, -0.075)
    1→2: (-0.066, -0.208, -0.018)
    9→13: (0.088, 0.027, -0.009)
    10→11: (-0.007, 0.179, -0.019)
    19→20: (-0.024, 0.082, 0.018)
    6→7: (0.008, 0.139, -0.031)
    15→16: (-0.018, 0.114, 0.027)
    2→3: (-0.021, -0.163, -0.017)
    11→12: (-0.002, 0.129, 0.004)
    7→8: (0.007, 0.120, -0.011)

